Name,Aria Speed,Bard Speed,Bolt Speed,Cad Speed,Dia Speed,Dor Speed,Dove Speed,Eli Speed,Mary Speed,Mel Speed,Monk Speed,Noc Speed,Tempo Speed,Coda Speed,Story Speed,9char Speed,13char Speed,Aria Hard Speed,Bard Hard Speed,Bolt Hard Speed,Cad Hard Speed,Dia Hard Speed,Dor Hard Speed,Dove Hard Speed,Eli Hard Speed,Mary Hard Speed,Mel Hard Speed,Monk Hard Speed,Noc Hard Speed,Tempo Hard Speed,Coda Hard Speed,Aria NR Speed,Bard NR Speed,Bolt NR Speed,Cad NR Speed,Dia NR Speed,Dor NR Speed,Dove NR Speed,Eli NR Speed,Mary NR Speed,Mel NR Speed,Monk NR Speed,Noc NR Speed,Tempo NR Speed,Coda NR Speed,Aria Rando Speed,Bard Rando Speed,Bolt Rando Speed,Cad Rando Speed,Dia Rando Speed,Dor Rando Speed,Dove Rando Speed,Eli Rando Speed,Mary Rando Speed,Mel Rando Speed,Monk Rando Speed,Noc Rando Speed,Tempo Rando Speed,Coda Rando Speed,Aria Phasing Speed,Bard Phasing Speed,Bolt Phasing Speed,Cad Phasing Speed,Dia Phasing Speed,Dor Phasing Speed,Dove Phasing Speed,Eli Phasing Speed,Mary Phasing Speed,Mel Phasing Speed,Monk Phasing Speed,Noc Phasing Speed,Tempo Phasing Speed,Coda Phasing Speed,Aria Mystery Speed,Bard Mystery Speed,Bolt Mystery Speed,Cad Mystery Speed,Dia Mystery Speed,Dor Mystery Speed,Dove Mystery Speed,Eli Mystery Speed,Mary Mystery Speed,Mel Mystery Speed,Monk Mystery Speed,Noc Mystery Speed,Tempo Mystery Speed,Coda Mystery Speed,Aria Score,Bard Score,Bolt Score,Cad Score,Dia Score,Dor Score,Dove Score,Eli Score,Mary Score,Mel Score,Monk Score,Noc Score,Tempo Score,Coda Score,Story Score,9char Score,13char Score,Aria Hard Score,Bard Hard Score,Bolt Hard Score,Cad Hard Score,Dia Hard Score,Dor Hard Score,Dove Hard Score,Eli Hard Score,Mary Hard Score,Mel Hard Score,Monk Hard Score,Noc Hard Score,Tempo Hard Score,Coda Hard Score,Aria NR Score,Bard NR Score,Bolt NR Score,Cad NR Score,Dia NR Score,Dor NR Score,Dove NR Score,Eli NR Score,Mary NR Score,Mel NR Score,Monk NR Score,Noc NR Score,Tempo NR Score,Coda NR Score,Aria Rando Score,Bard Rando Score,Bolt Rando Score,Cad Rando Score,Dia Rando Score,Dor Rando Score,Dove Rando Score,Eli Rando Score,Mary Rando Score,Mel Rando Score,Monk Rando Score,Noc Rando Score,Tempo Rando Score,Coda Rando Score,Aria Phasing Score,Bard Phasing Score,Bolt Phasing Score,Cad Phasing Score,Dia Phasing Score,Dor Phasing Score,Dove Phasing Score,Eli Phasing Score,Mary Phasing Score,Mel Phasing Score,Monk Phasing Score,Noc Phasing Score,Tempo Phasing Score,Coda Phasing Score,Aria Mystery Score,Bard Mystery Score,Bolt Mystery Score,Cad Mystery Score,Dia Mystery Score,Dor Mystery Score,Dove Mystery Score,Eli Mystery Score,Mary Mystery Score,Mel Mystery Score,Monk Mystery Score,Noc Mystery Score,Tempo Mystery Score,Coda Mystery Score,Aria DL,Bard DL,Bolt DL,Cad DL,Dia DL,Dor DL,Dove DL,Eli DL,Mary DL,Mel DL,Monk DL,Noc DL,Tempo DL,Coda DL
ID:76561198141909141,0,0,0,1938,0,2357,3360,3241,0,0,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2376,0,4435,1259,0,463,290,4324,0,2387,1296,3368,4286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916,0,0,0,0,0,0,0,0,0,0
ID:76561198043895297,0,2942,1517,0,0,2325,0,3736,0,0,0,2704,0,0,0,0,0,0,0,0,862,0,0,0,0,0,0,0,3056,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,1259,0,0,0,0,0,0,0,1101,0,0,0,0,0,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4848,683,1255,548,0,151,0,440,0,0,0,608,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,593,0,0,0,0,0,0,0,213,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,942,0,0,0,0,0,0,0,0,0,0,0,0,0,917,0,0,0,0,0,0,0,0,0,0
ID:76561198167489381,0,0,1556,1442,4328,2307,1872,1668,0,0,1614,0,1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2864,0,0,0,0,0,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1809,0,0,2433,0,4873,0,3314,2358,0,2509,0,0,0,0,0,0,0,0,0,0,0,0,0,772,0,4514,0,0,0,0,0,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,0,2063,0,0,0,0,0,0,0,0,0,0,0,551,0,0,0,0,0,0,0,2451,0,0,0,0,0,1028,0,0,0,0,0,0,0,2681,0,0,0,0,0,0,0,0,0,0
ID:76561198110430179,0,0,0,4808,352,430,0,581,0,0,0,3392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4556,0,4742,0,4583,1791,0,745,0,0,4247,0,2566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4262,0,0,0,0,0,3104,0,0,0,0,0,0,0,0,0,0,0,3596,0,4682,120,0,36,0,0,1631,0,132,220,0,0,0,0,3395,0,0,47,0,0,0,0,297,0,0,0,0,0,0,230,0,72,0,0,0,0,2444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198026115512,0,0,0,2832,884,321,816,588,0,1486,0,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4169,0,0,2241,2429,0,0,0,0,0,2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198088605611,1430,0,0,4134,0,0,0,0,0,442,0,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2874,0,0,0,0,0,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,1401,0,2742,961,0,0,0,0,0,127,0,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,2126,0,0,0,0,0,0,0,511,0,0,0,0,0,1619,0,0,0,298,0,398,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,2517,0,0,13,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198055651426,0,3780,0,1697,2256,1324,2840,1681,0,4468,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,0,2975,3625,1902,0,0,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934,0,0,0,0,0,0,0,0,0,0,0,0,0,1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198002818659,349,0,0,0,0,0,0,0,1769,0,0,551,2456,0,602,0,0,0,0,0,972,0,0,0,0,0,0,0,3507,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1746,0,0,0,0,0,0,0,0,0,0,0,0,0,1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,0,0,0,1999,0,0,0,0,0,0,0,190,0,0,0,1634,0,139,0,375,0,0,0,394,0,0,0,0,0,0,0,1066,0,0,0,0,0,1833,0,0,0,0,0,0,0,0,0,0,0,0,0,1679,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,1588,0,0,0,0,0,0,0,0,0,0
ID:76561198129619614,0,4796,0,1936,1795,1797,0,0,0,0,1923,1597,0,0,0,0,0,0,0,0,489,0,0,0,0,0,0,0,1982,0,0,0,0,0,1079,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,817,0,0,0,0,0,0,0,0,0,0,0,0,2750,0,3945,0,658,1744,927,0,0,0,1433,0,3156,0,722,0,0,0,0,0,612,0,0,0,0,0,0,0,2150,0,0,0,0,0,1899,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,643,0,0,0,0,0,0,0,0,0,0,0,0,0,488,0,0,0,787,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,1365,0,0,0,0,0,0,0,0,0,0
ID:76561198059123603,0,0,0,0,946,1342,984,1266,0,1672,1064,2377,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4771,0,0,0,0,2219,0,4087,0,0,1500,4167,1061,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3729,0,0,0,0,0,0,0,0,0,0
ID:76561198038497243,0,0,0,2835,386,0,0,0,0,1698,0,1232,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,1403,0,2321,0,0,0,0,0,2338,1886,0,0,1471,626,2917,0,0,312,0,0,0,0,0,0,0,0,0,0,3960,0,0,0,0,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358,148,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,513,0,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198311786094,0,0,0,2226,4757,883,0,0,1552,0,0,2051,2131,0,0,0,0,0,0,0,542,0,0,0,0,0,0,0,1809,0,0,0,0,0,779,0,0,0,0,0,0,0,115,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,2229,0,3622,0,3848,712,0,0,1787,0,0,2442,1034,0,1815,0,0,0,0,0,820,0,0,0,0,0,112,0,3910,0,0,0,0,0,1031,0,0,0,0,0,92,0,55,0,0,0,0,0,1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198264946482,0,0,0,2474,1693,683,2847,1773,0,2127,0,2258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3979,0,0,0,0,1682,0,3642,0,0,3967,1620,3612,0,3457,1136,469,0,0,0,0,0,0,0,0,0,0,0,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,0,0,0,0,0,0,0,1735,0,0,0,0,0,0,0,0,0,0,0,0,0,1433,0,0,0,0,0,1491,0,0,0,0,0,0,0,504,0,0
ID:76561198088962830,0,0,0,1759,3885,0,0,4175,0,0,1893,2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3458,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,1161,0,0,0,0,0,0,0,0,0,0,0,0,0,940,0,0,0,0,0,0,0,0,0,0,0,0,4728,0,3218,0,2674,4445,1535,3268,2352,0,81,0,0,0,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,653,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,3281,0,0,0,0,0,0,0,0,0,0,0,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,1240,0,0,0,0,0,0,0,0,0,0,0,0,0,2322,0,0,0,0,0,0,0,0,0,0
ID:76561198141747859,0,0,0,2290,0,951,2791,0,0,4614,0,1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1817,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,4046,0,2673,581,1658,334,2845,0,2786,1394,0,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3021,0,0,0,0,0,932,0,0,0,0,0,0,0,383,0,0,0,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,2110,0,2980,0,0,0,0,0,216,0,0,0,0,0,0,0,875,0,0,0,0,0,0,0,0,0,0
ID:76561198147229010,0,1035,0,2390,1891,0,3280,0,0,4900,0,3052,2226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520,0,2593,2963,2982,2594,0,0,1761,0,3806,1787,0,3663,2705,0,0,1404,0,1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198243499036,0,0,0,1953,1650,0,2786,3389,0,0,1511,1669,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3081,0,287,1006,933,0,1253,0,1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226,0,0,0,0,0,0,0,0,0,0
ID:76561198070684028,1418,2283,0,0,1878,0,2574,0,0,2236,0,1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,767,0,4007,2534,1300,3836,2308,0,2588,717,3028,4066,0,0,0,4489,0,0,0,0,1690,0,0,0,0,0,0,0,1711,0,0,0,0,0,2693,0,0,0,0,0,0,0,0,0,0,0,0,0,3877,0,0,0,0,0,1042,0,673,0,0,0,0,0,4743,0,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,1686,0,0,0,0,0,0,0,0,0,0
ID:76561198375708551,0,0,0,0,0,0,0,2334,1100,0,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4219,2047,3503,696,1330,0,0,2468,68,0,717,3101,1112,0,0,0,0,0,0,0,2446,0,0,0,0,0,0,0,1539,0,0,0,1249,0,4784,0,0,0,0,0,0,0,173,0,0,0,238,0,3051,0,0,0,0,0,0,0,233,0,0,0,3735,0,0,0,0,644,0,0,0,557,0,0,0,0,2502,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,3893,0,0,0,0,0,0,0,0,0,0
ID:76561198140415726,0,0,793,1596,2054,0,0,930,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4246,0,986,0,0,3038,0,730,3534,0,844,0,3412,0,0,2566,0,0,0,0,0,0,0,0,0,0,0,0,1756,0,0,0,0,0,2902,0,0,0,0,0,0,0,0,0,0,0,1132,0,3350,0,0,0,0,0,0,0,0,0,0,0,1558,0,3558,0,0,0,0,0,0,0,0,0,0,0,1628,0,0,0,0,334,292,0,1271,0,0,425,0,0,0,0,3064,0,0,0,0,0,0,0,0,0,0
apprenticeNerd,0,3628,0,1501,1956,0,0,0,0,966,0,2289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4687,0,4905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1592,0,0,0,0,0,0,0,0,0,0,191,1188,0,1749,116,76,113,73,98,127,105,164,103,0
ID:76561198192344854,0,0,0,1855,0,0,0,3926,0,0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4753,0,0,1485,636,0,0,405,2293,2215,147,1679,0,0,0,801,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,0,0,0,7,0,0,0,0,0,0,2601,0,0,0,0,0,0,30,0,0,0,0,0,0,1360,0,0,0,0,0,0,0,0,0,0
ID:76561198119724192,981,0,0,0,2964,0,0,0,1337,4374,0,1879,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1543,0,0,0,0,0,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,776,0,0,0,0,0,0,0,0,0,0,0,0,0,940,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0,0,0,0,0,0,0,0,0,0,407,0,4194,0,4379,0,0,0,1307,0,0,1282,819,0,321,546,225,0,0,0,0,0,0,0,0,0,0,0,3792,0,0,0,0,0,908,0,0,0,0,0,0,0,0,0,0,0,0,0,928,0,0,0,0,0,0,0,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198389886401,0,896,1377,0,0,0,2571,0,1262,0,845,748,2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,0,0,0,0,0,0,0,0,0,0,0,0,0,1465,880,0,0,0,1463,0,2068,0,1240,0,2020,0,4398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994,0,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0,0
ID:76561198074535608,0,0,813,1393,0,1426,1069,2374,0,0,0,0,1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2519,0,1915,0,2996,608,1955,0,0,0,3129,862,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198098725758,316,2903,0,2971,0,524,709,0,304,2518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,0,0,0,0,1877,0,0,1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198256375445,0,0,1709,0,0,1652,398,4179,0,0,0,0,2057,0,0,0,0,0,0,0,780,0,0,0,0,0,0,0,3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,0,0,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3191,1227,2860,0,515,2747,1867,3686,3942,3790,0,863,0,0,3040,1597,0,0,0,609,0,0,0,0,0,0,0,1193,0,0,0,0,0,2231,0,0,0,0,0,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,182,0,0,0,0,0,0,0,0,0,0,1274,0,0,0,0,0,0,0,0,0,0,0,0,0,2126,0,0,0,0,0,0,0,0,0,0
ID:76561198058757501,1849,0,974,3783,0,1963,0,0,0,0,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1525,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,361,0,4540,234,0,0,0,0,515,0,3433,0,2207,420,0,0,0,0,0,0,0,0,0,0,0,0,2039,0,0,0,0,0,1502,0,0,0,0,0,0,0,0,0,0,0,1356,0,0,0,0,0,0,0,0,0,0,0,0,0,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID:76561198848469356,0,0,1039,0,0,1259,0,3302,636,0,687,0,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,0,0,0,0,0,0,0,0,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,0,0,472,0,2646,658,3589,2157,0,1460,0,0,4106,0,0,0,0,0,0,0,0,0,0,1229,0,4348,338,0,0,0,0,2247,0,0,0,0,0,0,0,0,0,0,0,1493,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,0,841,0,0,0,0,0,310,0,1079,0,1742,141,0,0,0,0,2612,0,0,0,0,0,0,0,0,0,0
ID:76561197972923459,0,0,1818,0,3945,0,0,0,1645,0,0,703,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371,0,0,0,0,0,1318,0,0,0,0,0,0,0,0,0,0,0,615,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,2028,4925,1406,0,4099,0,0,0,704,0,0,1031,944,0,132,3529,0,0,0,0,0,0,0,0,0,0,0,0,2632,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,715,0,1848,0,0,0,0,0,0,0,0,0,0,0,896,0,0,0,0,0,0,0,0,0,2210,0,0,0,1910,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0
